date,keyword,total_listings,avg_price,median_price,total_daily_sales,total_daily_revenue,avg_rating,total_reviews,bestseller_count,ad_count,new_items_count,search_volume_index
2026-07-30,christmas ornaments nyc,178,18.452134831460675,14.995000000000001,859.8,17036.19,4.700854700854701,189387.0,9,18,0,62.4
2026-07-30,christmas ornaments personalized,127,11.002357723577235,9.99,523.5,6471.55,4.551428571428572,103071.0,4,12,0,61.9
2026-07-30,christmas ornaments sale,123,21.463414634146343,9.99,429.0,6734.34,4.373809523809523,95857.0,5,15,0,61.8
2026-07-30,christmas ornaments set,192,41.861875,29.865000000000002,760.0,39263.36,4.623809523809524,70782.0,7,33,7,62.7
2026-07-30,christmas ornaments to make,122,18.375092592592594,13.99,500.3,7204.93,4.555,150452.0,4,25,0,60.6
2026-07-30,christmas pajamas,278,20.711690647482015,17.549999999999997,1902.5,39663.01,4.583333333333333,434597.0,27,38,1,66.6
2026-07-30,christmas story,184,27.934451219512194,16.99,1210.7,39039.020000000004,4.784905660377358,276611.0,13,38,1,61.6
2026-07-30,christmas tree,248,227.55208163265306,107.99,549.9,136251.59,4.382835820895522,67140.0,1,48,0,59.5
2026-07-30,christmas vacation,130,35.69976190476191,12.969999999999999,415.2,7545.17,4.6568627450980395,49097.0,4,18,0,65.6
2026-07-30,christmas vacation cast,187,40.341878453038674,18.74,1803.8999999999999,45805.14,4.816778523489933,399889.0,22,40,0,63.2
2026-07-30,christmas wrapping paper,291,16.39718213058419,14.99,4164.1,52346.33,4.710188679245284,712451.0,37,48,3,59.8
2026-07-30,clear christmas ornaments balls,263,23.862595419847327,18.560000000000002,1926.0,48129.52,4.60814479638009,336332.0,29,32,0,64.6
2026-07-30,diamond art christmas ornaments,265,18.059698113207546,14.99,709.0,18762.07,4.511206896551724,191632.0,6,44,9,62.4
2026-07-30,grinch christmas decorations,251,53.076449999999994,22.145,1262.0,66654.64,4.624,303879.0,16,45,1,64.9
2026-07-30,nightmare before christmas,94,55.10702127659575,20.73,241.79999999999998,17289.91,4.7625,21623.0,4,15,0,69.2
2026-07-30,nightmare before christmas gifts,290,31.235729166666665,18.99,955.9,26376.77,4.694578313253012,131568.0,7,43,3,60.7
2026-07-30,personalized christmas ornaments,35,11.933529411764706,9.99,104.2,1456.81,4.606451612903226,4520.0,0,3,2,66.9
2026-07-30,toddler christmas gifts,173,27.428652482269506,18.81,4839.7,63615.44,4.651376146788991,185010.0,33,29,0,63.0
2026-07-30,vintage christmas ornaments,181,36.93536312849162,23.6,343.0,9210.67,4.487878787878788,15374.0,0,26,2,61.1
2026-07-31,baby christmas gifts,289,19.270034602076123,15.4,13829.2,241725.84,4.7013215859030835,1013418.0,90,50,0,70.2
2026-07-31,bulk christmas gifts,284,13.430669014084506,8.975000000000001,10381.7,135630.33000000002,4.585714285714285,25610.0,48,38,0,71.0
2026-07-31,christmas,78,61.44282051282051,20.485,493.9,17806.13,4.7,197139.0,5,13,0,70.9
2026-07-31,christmas 2026,286,15.113916083916084,9.99,1431.0,22338.75,4.596323529411765,226389.0,16,33,7,67.8
2026-07-31,christmas cactus,283,24.365653710247347,19.99,2173.2,46374.5,4.259712230215827,641091.0,21,44,1,70.0
2026-07-31,christmas decor,261,47.24846743295019,19.97,2851.0,91183.39,4.581764705882353,364232.0,21,46,1,73.3
2026-07-31,christmas decorations,117,65.60666666666667,24.99,4008.5,91592.56999999999,4.5588235294117645,233484.0,10,15,1,78.4
2026-07-31,christmas decorations 2026,239,18.10768907563025,11.004999999999999,1280.9,14152.8,4.550285714285714,135298.0,14,27,0,72.1
2026-07-31,christmas decorations amazon,240,22.35987447698745,16.0,1717.1,27642.29,4.50421052631579,151730.0,14,28,0,69.4
2026-07-31,christmas decorations clearance,176,19.562272727272727,10.57,2426.4,53205.020000000004,4.461904761904762,268784.0,24,30,0,75.4
2026-07-31,christmas decorations disneyland,294,37.19646853146853,17.99,995.7,38499.14,4.524074074074074,71937.0,11,50,0,72.0
2026-07-31,christmas decorations ideas,136,29.82358208955224,14.690000000000001,2043.4,35338.75,4.486868686868687,63584.0,11,21,0,69.6
2026-07-31,christmas decorations indoor,136,34.81345588235294,18.25,1255.9,30790.84,4.522388059701493,162710.0,10,17,2,73.0
2026-07-31,christmas decorations near me,169,39.20878048780488,18.0,846.6,23658.48,4.507317073170731,132137.0,8,10,0,68.7
2026-07-31,christmas decorations nyc,296,19.377201365187716,15.0,1044.7,24695.94,4.61775147928994,131155.0,14,34,1,71.6
2026-07-31,christmas decorations on sale,89,20.92814814814815,14.0,595.9,7096.54,4.5,69922.0,4,16,0,61.0
2026-07-31,christmas decorations outdoor,207,89.26434782608696,44.99,2006.9,166247.67,4.547712418300654,281182.0,20,37,4,68.4
2026-07-31,christmas gift card book,248,16.650890688259107,12.99,1145.8,19599.73,4.453781512605042,101002.0,11,37,4,68.2
2026-07-31,christmas gifts,96,28.828548387096777,20.79,1344.2,24290.71,4.637931034482759,9189.0,3,11,1,75.4
2026-07-31,christmas gifts 2026,151,20.358375000000002,12.905000000000001,765.4,3800.73,4.534579439252337,19995.0,2,14,0,60.3
2026-07-31,christmas gifts for coworkers,222,14.882117117117117,11.99,1910.3,31033.51,4.605309734513274,17022.0,18,40,1,70.4
2026-07-31,christmas gifts for girls,280,30.855464285714287,19.994999999999997,10636.7,240116.54,4.6242857142857146,388777.0,69,37,0,69.1
2026-07-31,christmas gifts for kids,195,36.998453608247424,19.979999999999997,11371.6,193956.26,4.50989010989011,13397.0,35,32,0,69.0
2026-07-31,christmas gifts for men,276,32.84676363636364,22.99,12120.8,251337.54,4.6674528301886795,631759.0,71,39,0,73.2
2026-07-31,christmas gifts for mom,243,26.239135802469136,21.95,4054.1,96977.82,4.744041450777202,604087.0,46,33,0,71.5
2026-07-31,christmas gifts for teen girls,229,19.476177777777778,15.0,8892.0,150321.04,4.650837988826815,604353.0,45,34,0,72.9
2026-07-31,christmas gifts for teens,134,17.66375939849624,13.99,4461.9,69490.12,4.59010989010989,89913.0,24,23,0,68.1
2026-07-31,christmas gifts for women,176,45.494772727272725,19.99,4384.4,107981.34999999999,4.690756302521009,312225.0,39,27,0,71.7
2026-07-31,christmas gifts ideas,103,27.499320388349513,22.99,2033.3,50326.01,4.551282051282051,2998.0,14,18,0,73.6
2026-07-31,christmas in july,246,16.418795811518322,13.79,908.7,12491.68,4.551428571428572,127762.0,6,42,0,69.9
2026-07-31,christmas island,196,44.27,15.105,1183.5,30394.93,4.717582417582418,182053.0,21,38,0,72.2
2026-07-31,christmas lights,265,36.66245283018868,19.0,1810.3,58194.92,4.560869565217391,127583.0,22,46,1,70.7
2026-07-31,christmas movies,168,16.568562091503267,13.8,1216.3,19699.04,4.76504854368932,234213.0,13,24,0,75.4
2026-07-31,christmas ornament,175,20.435714285714287,14.105,1195.5,19320.93,4.678740157480315,394455.0,9,14,2,66.3
2026-07-31,christmas ornament crafts,268,17.85827067669173,12.99,586.7,8837.91,4.538235294117648,26497.0,1,38,0,69.1
2026-07-31,christmas ornament storage,144,27.546028368794328,17.89,1750.3,60154.38,4.5216666666666665,9862.0,7,22,0,80.8
2026-07-31,christmas ornament storage box,276,45.237830882352945,30.015,2551.0,108524.33,4.60093023255814,356791.0,25,48,1,65.0
2026-07-31,christmas ornaments,74,17.43013698630137,12.59,178.29999999999998,3103.1,4.6045454545454545,7464.0,0,7,0,71.7
2026-07-31,christmas ornaments 2026,143,17.55237762237762,11.05,960.8,12732.01,4.646391752577319,151014.0,9,16,2,70.6
2026-07-31,christmas ornaments clearance,170,10.425798816568047,7.7,509.4,5524.24,4.261616161616161,28964.0,4,18,2,72.1
2026-07-31,christmas ornaments near me,175,15.138554913294797,12.99,1392.9,20372.37,4.630065359477124,213452.0,18,18,0,71.5
2026-07-31,christmas ornaments nyc,178,18.44505617977528,14.995000000000001,939.1,18722.95,4.701709401709402,189416.0,9,30,0,67.3
2026-07-31,christmas ornaments personalized,127,11.002357723577235,9.99,574.1,7371.2300000000005,4.555238095238096,103086.0,4,12,0,67.0
2026-07-31,christmas ornaments sale,123,21.463414634146343,9.99,471.40000000000003,7418.07,4.380952380952381,95873.0,5,26,0,67.0
2026-07-31,christmas ornaments set,192,41.9009375,29.175,833.0,43361.54,4.61984126984127,70802.0,8,35,8,67.8
2026-07-31,christmas ornaments to make,122,18.404351851851853,13.74,553.1,7954.67,4.55875,150470.0,5,24,0,66.0
2026-07-31,christmas pajamas,278,20.728093525179855,17.805,2133.3,44177.01,4.582870370370371,434653.0,27,42,1,73.4
2026-07-31,christmas story,184,27.925853658536585,16.99,1313.0,42448.74,4.783018867924528,276644.0,12,37,1,66.0
2026-07-31,christmas tree,248,227.10522448979592,107.99,613.7,150915.63,4.3896296296296295,67161.0,2,40,2,65.2
2026-07-31,christmas vacation,130,35.68468253968254,12.905,453.4,8199.24,4.652941176470589,49105.0,4,19,0,70.7
2026-07-31,christmas vacation cast,187,40.39966850828729,18.74,1984.8,50484.22,4.819463087248322,399944.0,23,35,0,68.6
2026-07-31,christmas wrapping paper,291,16.376254295532647,14.99,4638.0,57071.95,4.713584905660377,712513.0,36,52,3,65.4
2026-07-31,clear christmas ornaments balls,263,23.82797709923664,18.134999999999998,2138.7,52766.64,4.611312217194571,336389.0,32,36,0,70.7
2026-07-31,diamond art christmas ornaments,265,18.041811320754718,14.99,784.3000000000001,21125.649999999998,4.510833333333333,191696.0,6,36,13,68.0
2026-07-31,grinch christmas decorations,251,53.0122,22.145,1369.1,72507.1,4.625,303921.0,17,39,1,69.6
2026-07-31,nightmare before christmas,94,55.96031914893617,19.994999999999997,270.9,18196.51,4.7875000000000005,21629.0,6,16,0,76.4
2026-07-31,nightmare before christmas gifts,290,31.212013888888887,18.99,1071.5,29933.59,4.691017964071857,131594.0,6,45,4,66.9
2026-07-31,personalized christmas ornaments,35,11.82529411764706,9.98,114.8,1592.86,4.6,4524.0,0,2,2,72.7
2026-07-31,toddler christmas gifts,173,27.453475177304966,18.81,5380.1,70643.83,4.654128440366972,185034.0,34,24,0,68.9
2026-07-31,vintage christmas ornaments,181,36.923296089385474,23.6,376.3,10211.03,4.497,15386.0,0,25,2,66.1
2026-08-01,baby christmas gifts,289,19.245951557093424,15.57,16093.0,278243.8,4.697797356828194,1013508.0,92,50,0,80.1
2026-08-01,bulk christmas gifts,284,13.493028169014085,8.96,12111.4,156644.88999999998,4.587142857142857,25647.0,48,43,0,81.1
2026-08-01,christmas,78,61.71346153846154,20.485,564.2,20743.64,4.705,197156.0,5,19,0,79.6
2026-08-01,christmas 2026,286,15.10248251748252,9.99,1659.0,25594.59,4.594202898550725,226431.0,17,26,10,77.1
2026-08-01,christmas cactus,283,24.370777385159013,19.99,2544.4,54382.4,4.2604316546762595,641134.0,22,53,1,80.2
2026-08-01,christmas decor,261,47.02800766283525,19.96,3212.0,102949.41,4.578823529411765,364270.0,24,45,1,81.3
2026-08-01,christmas decorations,117,65.59324786324787,24.99,4696.6,108051.49,4.5588235294117645,233505.0,10,16,1,90.2
2026-08-01,christmas decorations 2026,239,18.049747899159666,10.895,1477.4,16312.21,4.545142857142857,135335.0,14,35,0,81.7
2026-08-01,christmas decorations amazon,240,22.364435146443515,16.0,1998.1,31858.97,4.504736842105263,151767.0,16,33,0,79.2
2026-08-01,christmas decorations clearance,176,19.601193181818182,10.57,2772.1,60165.48,4.465986394557823,268819.0,27,24,0,84.7
2026-08-01,christmas decorations disneyland,294,37.21993006993007,17.99,1142.2,46154.79,4.517901234567901,71966.0,13,42,0,81.1
2026-08-01,christmas decorations ideas,136,29.82358208955224,14.690000000000001,2321.2,41051.98,4.486868686868687,63600.0,13,24,0,77.7
2026-08-01,christmas decorations indoor,136,34.8377205882353,18.645,1426.6,35102.06,4.5249999999999995,162721.0,10,16,3,81.6
2026-08-01,christmas decorations near me,169,39.0280487804878,18.0,988.3,28348.13,4.508130081300813,132156.0,12,19,0,78.5
2026-08-01,christmas decorations nyc,296,19.371023890784983,15.0,1186.3,27738.34,4.618823529411765,131180.0,15,51,1,80.0
2026-08-01,christmas decorations on sale,89,20.92814814814815,14.0,674.4,8003.6,4.503921568627451,69930.0,5,15,0,67.7
2026-08-01,christmas decorations outdoor,207,89.23797101449274,44.99,2274.4,194966.78,4.544444444444445,281235.0,21,32,4,76.1
2026-08-01,christmas gift card book,248,16.66056680161943,12.99,1340.5,22908.19,4.4525,101021.0,11,40,5,78.1
2026-08-01,christmas gifts,96,29.46951612903226,20.79,1442.8,24772.8,4.629310344827586,9191.0,6,8,1,80.2
2026-08-01,christmas gifts 2026,151,20.320375,12.905000000000001,900.2,4428.86,4.54018691588785,20007.0,4,20,0,69.1
2026-08-01,christmas gifts for coworkers,222,14.869909909909909,11.99,2229.3,36575.37,4.605309734513274,17043.0,20,28,1,80.5
2026-08-01,christmas gifts for girls,280,30.867535714285715,19.99,12200.9,274325.64,4.623333333333333,388850.0,70,39,0,77.8
2026-08-01,christmas gifts for kids,195,37.01958762886598,19.979999999999997,13103.4,224152.1,4.515384615384615,13412.0,35,35,0,78.0
2026-08-01,christmas gifts for men,276,32.746109090909094,22.94,13622.1,283430.47,4.673584905660377,631824.0,73,40,0,81.0
2026-08-01,christmas gifts for mom,243,26.213744855967075,21.75,4578.8,109784.72,4.745595854922279,604152.0,48,30,0,79.5
2026-08-01,christmas gifts for teen girls,229,19.47568888888889,15.0,10294.7,174663.99,4.653072625698324,604422.0,47,30,0,82.8
2026-08-01,christmas gifts for teens,134,17.663759398496243,13.99,5214.2,81027.45,4.5868131868131865,89931.0,25,26,0,77.8
2026-08-01,christmas gifts for women,176,45.495,19.99,5105.5,125906.28,4.692436974789916,312275.0,41,26,0,81.8
2026-08-01,christmas gifts ideas,103,27.438155339805828,22.99,2341.6,57419.9,4.566666666666666,3000.0,14,17,0,83.3
2026-08-01,christmas in july,246,16.403612565445027,13.79,1049.1,14306.02,4.555714285714285,127783.0,7,47,0,79.2
2026-08-01,christmas island,196,44.269999999999996,15.105,1339.2,34733.13,4.706593406593407,182088.0,23,35,0,80.4
2026-08-01,christmas lights,265,36.651320754716984,19.0,2056.2,64286.340000000004,4.558695652173913,127612.0,24,43,1,79.0
2026-08-01,christmas movies,168,16.610849673202615,13.8,1361.0,22273.89,4.757281553398058,234249.0,16,22,0,83.2
2026-08-01,christmas ornament,175,20.413214285714286,13.99,1401.1,22726.74,4.676377952755906,394499.0,11,13,2,76.0
2026-08-01,christmas ornament crafts,268,17.878684210526313,12.99,668.9,10225.58,4.533823529411765,26508.0,3,41,0,77.3
2026-08-01,christmas ornament storage,144,27.442553191489363,17.77,1922.9,65818.18,4.527868852459016,9873.0,8,16,0,87.8
2026-08-01,christmas ornament storage box,276,45.2525,30.015,3006.0,127628.16,4.601860465116279,356842.0,28,43,1,74.8
2026-08-01,christmas ornaments,74,17.4286301369863,12.59,204.7,3550.14,4.602222222222222,7481.0,1,4,1,80.9
2026-08-01,christmas ornaments 2026,143,17.55237762237762,11.05,1139.3,15266.9,4.644329896907217,151043.0,9,18,2,81.8
2026-08-01,christmas ornaments clearance,170,10.415680473372781,7.7,576.6,6332.57,4.268686868686869,28976.0,4,23,2,80.2
2026-08-01,christmas ornaments near me,175,15.062196531791907,12.99,1625.3,23719.86,4.632679738562091,213498.0,18,18,0,81.8
2026-08-01,christmas ornaments nyc,178,18.556235955056177,15.129999999999999,1088.7,21791.8,4.705084745762712,189440.0,12,23,0,76.4
2026-08-01,christmas ornaments personalized,127,11.002357723577235,9.99,677.3,8754.03,4.555660377358491,103097.0,4,10,0,77.2
2026-08-01,christmas ornaments sale,123,21.49943089430894,9.99,553.0,8794.53,4.380952380952381,95890.0,6,15,0,76.8
2026-08-01,christmas ornaments set,192,41.849322916666665,28.875,958.3,49254.76,4.622047244094488,70832.0,9,32,11,76.4
2026-08-01,christmas ornaments to make,122,18.376574074074075,13.49,637.1,9089.98,4.55375,150489.0,5,23,0,74.5
2026-08-01,christmas pajamas,278,20.579064748201436,17.549999999999997,2456.8,50498.43,4.5814814814814815,434698.0,27,34,2,83.0
2026-08-01,christmas story,184,27.49676829268293,16.99,1532.2,48046.69,4.787735849056604,276691.0,14,35,2,75.3
2026-08-01,christmas tree,248,227.09832653061224,106.92,702.1,173262.84,4.388148148148148,67181.0,3,35,2,73.2
2026-08-01,christmas vacation,130,36.16301587301587,12.905,524.8,9279.83,4.658823529411765,49117.0,5,17,0,80.2
2026-08-01,christmas vacation cast,187,40.392983425414364,18.74,2255.6,56905.56,4.822147651006712,400004.0,26,38,0,76.6
2026-08-01,christmas wrapping paper,291,16.39525773195876,14.99,5220.9,64714.64,4.709056603773585,712589.0,38,50,4,72.4
2026-08-01,clear christmas ornaments balls,263,23.80591603053435,18.0,2451.9,60529.31,4.611764705882353,336448.0,32,38,0,79.6
2026-08-01,diamond art christmas ornaments,265,18.03233962264151,14.99,899.8,24081.97,4.511382113821138,191725.0,6,47,18,76.5
2026-08-01,grinch christmas decorations,251,52.7065,22.145,1583.3,81505.47,4.6255,303960.0,18,45,1,78.9
2026-08-01,nightmare before christmas,94,55.9131914893617,19.994999999999997,316.4,21620.16,4.766666666666667,21642.0,7,20,0,87.5
2026-08-01,nightmare before christmas gifts,290,31.1128125,19.244999999999997,1235.4,33808.77,4.6904191616766475,131619.0,8,46,4,75.6
2026-08-01,personalized christmas ornaments,35,11.790588235294118,9.98,133.2,1859.1599999999999,4.6,4527.0,0,1,2,82.8
2026-08-01,toddler christmas gifts,173,27.432482269503545,18.81,6169.7,79335.31,4.647706422018349,185060.0,34,27,0,77.6
2026-08-01,vintage christmas ornaments,181,36.90502793296089,23.6,433.5,11718.66,4.5,15394.0,1,33,3,74.6
2026-08-02,baby christmas gifts,289,19.248581314878894,15.57,17029.5,296105.32,4.697356828193833,1013622.0,94,47,0,84.1
2026-08-02,bulk christmas gifts,284,13.482077464788732,8.975000000000001,12703.6,163634.88999999998,4.586428571428572,25670.0,48,36,0,84.6
2026-08-02,christmas,78,61.71346153846154,20.485,606.5,21890.84,4.7075000000000005,197177.0,5,20,0,84.8
2026-08-02,christmas 2026,286,15.095174825174826,9.99,1733.1,26843.739999999998,4.59136690647482,226467.0,17,27,13,80.1
2026-08-02,christmas cactus,283,24.340247349823322,19.99,2618.9,56460.4,4.259712230215827,641190.0,23,48,1,82.3
2026-08-02,christmas decor,261,47.04701149425288,19.96,3448.1,109398.03,4.580588235294118,364326.0,23,39,1,86.5
2026-08-02,christmas decorations,117,67.6734188034188,24.65,4484.5,106029.56,4.557352941176471,233522.0,11,20,1,86.5
2026-08-02,christmas decorations 2026,239,18.08668067226891,11.059999999999999,1516.7,16903.42,4.550285714285714,135372.0,14,32,0,83.6
2026-08-02,christmas decorations amazon,240,22.39803347280335,16.0,2080.9,33630.75,4.504736842105263,151806.0,16,29,0,82.0
2026-08-02,christmas decorations clearance,176,19.649715909090908,10.57,2915.2,62798.13,4.461224489795918,268862.0,30,31,0,88.6
2026-08-02,christmas decorations disneyland,294,37.260384615384616,17.95,1164.2,45150.9,4.522222222222222,72003.0,11,39,0,82.5
2026-08-02,christmas decorations ideas,136,29.922089552238806,14.690000000000001,2477.6,44649.36,4.487878787878788,63624.0,12,22,0,82.2
2026-08-02,christmas decorations indoor,136,34.91514705882353,18.645,1430.3,35114.57,4.527941176470588,162729.0,10,18,3,81.7
2026-08-02,christmas decorations near me,169,39.49455284552845,18.0,1010.8,28674.86,4.5024390243902435,132185.0,12,19,0,80.1
2026-08-02,christmas decorations nyc,296,19.381296928327647,15.0,1222.4,28335.4,4.612790697674418,131210.0,13,38,1,82.1
2026-08-02,christmas decorations on sale,89,21.05962962962963,14.99,735.2,8512.41,4.5019607843137255,69938.0,4,14,0,72.9
2026-08-02,christmas decorations outdoor,207,89.18719806763285,44.99,2370.6,206704.14,4.548366013071895,281290.0,22,38,4,78.9
2026-08-02,christmas gift card book,248,16.760323886639675,12.99,1378.1,23466.99,4.468852459016394,101041.0,11,36,6,80.0
2026-08-02,christmas gifts,96,29.46951612903226,20.79,1558.0,28114.739999999998,4.637931034482759,9194.0,6,6,1,85.8
2026-08-02,christmas gifts 2026,151,20.305,12.905000000000001,968.2,4607.38,4.530555555555556,20027.0,4,16,0,73.6
2026-08-02,christmas gifts for coworkers,222,14.89081081081081,11.99,2332.0,38212.58,4.6043859649122805,17079.0,20,34,2,83.7
2026-08-02,christmas gifts for girls,280,30.777607142857143,19.99,12783.8,288007.66000000003,4.63,388914.0,73,49,0,81.0
2026-08-02,christmas gifts for kids,195,37.02134020618557,19.97,13923.800000000001,235696.25,4.50989010989011,13425.0,36,25,0,82.3
2026-08-02,christmas gifts for men,276,32.581345454545456,22.94,14513.800000000001,299564.82,4.666981132075471,631900.0,74,42,0,85.7
2026-08-02,christmas gifts for mom,243,26.208683127572016,21.75,4850.2,114573.23,4.745077720207254,604229.0,49,39,0,83.6
2026-08-02,christmas gifts for teen girls,229,19.47568888888889,15.0,10834.7,183169.38,4.652513966480447,604502.0,49,37,0,86.6
2026-08-02,christmas gifts for teens,134,17.613383458646616,13.99,5530.6,85288.59,4.5978021978021975,89956.0,25,23,0,82.0
2026-08-02,christmas gifts for women,176,45.495,19.99,5421.7,133017.24,4.689915966386555,312326.0,41,22,0,86.2
2026-08-02,christmas gifts ideas,103,27.438155339805828,22.99,2495.9,61762.12,4.5487179487179485,3005.0,14,17,0,88.1
2026-08-02,christmas in july,246,16.403612565445027,13.79,1072.2,14817.5,4.555714285714285,127807.0,8,39,0,80.7
2026-08-02,christmas island,196,44.269999999999996,15.105,1399.0,37070.91,4.675,182124.0,22,31,0,83.6
2026-08-02,christmas lights,265,36.67645283018868,19.0,2159.8,67811.67,4.560869565217391,127644.0,26,53,2,82.5
2026-08-02,christmas movies,168,16.676928104575165,13.99,1377.7,23004.61,4.762135922330097,234287.0,17,24,0,84.1
2026-08-02,christmas ornament,175,20.3875,13.99,1484.3,23877.829999999998,4.675,394715.0,11,25,3,79.9
2026-08-02,christmas ornament crafts,268,17.874511278195488,12.99,697.2,10575.7,4.536029411764706,26520.0,3,43,1,80.2
2026-08-02,christmas ornament storage,144,27.37,17.7,2022.3,68811.86,4.531147540983606,9884.0,9,18,0,91.8
2026-08-02,christmas ornament storage box,276,45.17091911764706,30.015,3175.3,133475.58,4.604186046511628,356904.0,31,37,1,78.5
2026-08-02,christmas ornaments,74,17.4386301369863,12.59,206.0,3622.13,4.606666666666667,7489.0,1,4,1,81.3
2026-08-02,christmas ornaments 2026,143,17.51937062937063,10.98,1123.2,15335.52,4.641237113402061,151079.0,9,15,2,80.8
2026-08-02,christmas ornaments clearance,170,10.425088757396448,7.7,593.5,6511.05,4.271717171717172,28991.0,4,20,3,82.3
2026-08-02,christmas ornaments near me,175,15.191445086705201,12.99,1702.2,24934.28,4.630718954248366,213553.0,18,24,0,85.2
2026-08-02,christmas ornaments nyc,178,18.60887640449438,15.285,1131.7,22478.26,4.709322033898306,189464.0,12,17,0,79.0
2026-08-02,christmas ornaments personalized,127,10.959837398373983,9.99,701.9,8867.77,4.5361111111111105,103123.0,8,17,2,79.6
2026-08-02,christmas ornaments sale,123,21.46666666666667,9.99,573.6,9033.93,4.373809523809523,95914.0,6,18,0,79.3
2026-08-02,christmas ornaments set,192,41.82536458333333,28.875,1005.1,51489.979999999996,4.623622047244095,70854.0,11,36,11,79.7
2026-08-02,christmas ornaments to make,122,18.35648148148148,13.49,670.5,9557.57,4.54625,150512.0,6,22,0,77.9
2026-08-02,christmas pajamas,278,20.582589928057555,17.549999999999997,2489.3,52373.8,4.58425925925926,434771.0,28,37,2,84.0
2026-08-02,christmas story,184,27.515426829268293,16.99,1572.5,48224.46,4.791509433962265,276733.0,15,35,2,77.1
2026-08-02,christmas tree,248,227.1726530612245,104.78,742.0,180151.23,4.3896296296296295,67198.0,3,42,2,76.8
2026-08-02,christmas vacation,130,36.16301587301587,12.905,543.0,9521.38,4.662745098039216,49130.0,6,23,0,82.7
2026-08-02,christmas vacation cast,187,40.3785635359116,18.74,2402.6,61036.82,4.822147651006712,400059.0,28,44,0,80.9
2026-08-02,christmas wrapping paper,291,16.389759450171823,14.99,5832.099999999999,68607.68000000001,4.708679245283019,712669.0,38,50,4,79.7
2026-08-02,clear christmas ornaments balls,263,23.79141221374046,18.134999999999998,2570.0,63229.71,4.610407239819004,336514.0,32,31,1,82.9
2026-08-02,diamond art christmas ornaments,265,18.06388679245283,14.99,955.1,25851.899999999998,4.508661417322835,192042.0,7,36,21,80.6
2026-08-02,grinch christmas decorations,251,52.825649999999996,21.695,1628.4,85003.14,4.622,304002.0,20,40,1,80.9
2026-08-02,nightmare before christmas,94,55.87787234042553,20.73,325.0,23013.46,4.766666666666667,21644.0,7,12,0,89.6
2026-08-02,nightmare before christmas gifts,290,31.10604166666667,19.244999999999997,1291.4,35046.08,4.688023952095809,131658.0,8,56,4,78.6
2026-08-02,personalized christmas ornaments,35,11.876764705882353,9.985,134.2,1878.45,4.590322580645162,4532.0,0,1,2,83.3
2026-08-02,toddler christmas gifts,173,27.44418439716312,18.81,6550.5,84960.46,4.652293577981651,185100.0,34,28,0,81.7
2026-08-02,vintage christmas ornaments,181,36.98877094972067,23.46,453.5,12189.73,4.496,15406.0,1,27,3,77.6
2026-08-03,baby christmas gifts,289,19.321107266435988,15.57,12487.9,221510.33,4.7013215859030835,1013701.0,86,44,0,64.4
2026-08-03,bulk christmas gifts,284,13.40144366197183,8.975000000000001,9469.3,121937.04000000001,4.590714285714286,25697.0,47,48,0,65.6
2026-08-03,christmas,78,62.116666666666674,20.485,437.1,16439.920000000002,4.7075000000000005,197192.0,5,18,0,63.9
2026-08-03,christmas 2026,286,15.118216783216784,9.99,1312.9,20051.57,4.597872340425532,226527.0,16,32,15,63.1
2026-08-03,christmas cactus,283,24.29042402826855,19.99,1968.4,42029.98,4.261870503597122,641225.0,20,42,3,64.3
2026-08-03,christmas decor,261,46.940306513409965,18.99,2575.4,83146.58,4.578823529411765,364351.0,20,52,1,67.2
2026-08-03,christmas decorations,117,67.60666666666667,24.65,3493.2000000000003,81926.81,4.548529411764706,233539.0,9,15,1,69.6
2026-08-03,christmas decorations 2026,239,18.192731092436976,11.545,1118.2,12671.09,4.547428571428571,135400.0,14,37,0,64.2
2026-08-03,christmas decorations amazon,240,22.39355648535565,16.23,1580.4,25611.27,4.508947368421053,151836.0,12,26,0,64.7
2026-08-03,christmas decorations clearance,176,19.639772727272728,10.57,2257.3,48454.29,4.464625850340136,268897.0,21,29,0,70.9
2026-08-03,christmas decorations disneyland,294,37.270664335664335,17.605,882.0,34957.770000000004,4.524074074074074,72025.0,8,37,0,64.9
2026-08-03,christmas decorations ideas,136,29.553805970149256,14.690000000000001,1890.5,33671.56,4.4818181818181815,63651.0,11,20,0,65.1
2026-08-03,christmas decorations indoor,136,35.07933823529412,18.645,1077.1,26979.25,4.534782608695652,162735.0,9,21,4,64.0
2026-08-03,christmas decorations near me,169,39.45739837398374,18.0,782.6,21254.89,4.501612903225807,132211.0,8,21,1,64.3
2026-08-03,christmas decorations nyc,296,19.355085324232082,14.99,930.8,21907.01,4.619186046511628,131233.0,12,52,1,64.9
2026-08-03,christmas decorations on sale,89,21.05962962962963,14.99,557.7,6431.52,4.503921568627451,69953.0,3,18,0,57.7
2026-08-03,christmas decorations outdoor,207,89.85932367149759,44.99,1784.8,153213.0,4.546103896103896,281328.0,18,37,5,61.9
2026-08-03,christmas gift card book,248,16.716963562753037,12.99,1045.2,17622.05,4.467213114754099,101064.0,9,44,11,63.1
2026-08-03,christmas gifts,96,29.46951612903226,20.79,1253.2,23106.57,4.63448275862069,9195.0,2,6,2,71.0
2026-08-03,christmas gifts 2026,151,20.3315,12.99,737.5,3608.82,4.541666666666667,20040.0,2,17,0,58.4
